OBJECTID,IDESTACION,FECHAACTUAL,MODO,CODIGOESTACION,DENOMINACION,OBSERVACIONES,SITUACION,CODIGOCTMESTACIONREDMETRO,CODIGOEMPRESA,DENOMINACIONABREVIADA,MODOINTERCAMBIADOR,CODIGOINTERCAMBIADOR,TIPO,CODIGOPROVINCIA,CODIGOMUNICIPIO,CODIGOENTIDAD,CODIGONUCLEO,CODIGOVIA,TIPOVIA,PARTICULA,NOMBREVIA,TIPONUMERO,NUMEROPORTAL,CALIFICADORPORTAL,CARRETERA,CODIGOPOSTAL,DISTRITO,SECCIONCENSAL,BARRIO,TESELA,SECTORURBANO,SECTOR,CORREDOR,CORONATARIFARIA,CORONA123,ZONATRANSPORTE,ENCUESTADOMICILIARIA,ENCUESTAAFOROS,HOJA25000,ACONDICIONAMIENTOVIAJEROS,ACONDICIONAMIENTOVEHICULOS,FECHAALTA,FECHAINICIO,FECHAFIN,X,Y,GRADOACCESIBILIDAD,SITUACIONCALLE,DENOMINACION_SAE,INTERURBANOS_CODIGOEMT_CRTM,INTERURBANOS_CODIGOEMT_EMPRESA,LINEAS
3861,6_2248,20190912,6,2248,FRESNEDILLAS-SIGUERO,,S,,1722,Fresnedillas con C/ Siguero,,,U,28,079,07901,0790101,10217,Calle,de,Fresnedillas,N,14,,,28035,08,005,082,T0791549,0790101044,2,7,A,2,079-08-170,170,,559-1,2,3,20010709,19861001,,437438,4481509,T,,,,,"82, N20"
3862,6_2249,20190912,6,2249,GABRIELA MISTRAL-LEOPOLDO ALAS CLARIN,,S,,1724,Gabriela Mistral - Leopoldo Alas Clarín,,,U,28,079,07901,0790101,11005,Calle,de,Gabriela Mistral,N,8,,,28035,08,013,083,T0791548,0790101046,2,7,A,2,079-08-171,171,,559-1,2,3,20010709,19861001,,437619,4481514,T,,,,,"82, N20"
3863,6_2253,20190912,6,2253,FRESNEDILLAS-SIGUERO,,S,,1723,Fresnedillas con C/ Siguero,,,U,28,079,07901,0790101,10217,Calle,de,Fresnedillas,N,33,,,28035,08,005,082,T0791528,0790101044,2,7,A,2,079-08-170,170,,559-1,2,3,20010709,19861001,,437417,4481495,T,,,,,82
3864,6_5345,20190912,6,5345,RESINA-SAN ERASMO,SAN ERASMO,S,,3484,,,,U,28,079,07901,0790101,05160,Calle,de la,Resina,N,38,,,28021,17,106,171,T07916426,0790101A01,,4,A,1,079-17-484,484,,559-3,2,3,20051019,20051130,,440117,4465497,T,,,,,T41
3865,6_6005,20190912,6,6005,BARCELO-TRIBUNAL,,S,,5542,,92,355,U,28,079,07901,0790101,00730,Calle,de,Barceló,N,3,,,28004,01,088,014,T0798082,0790101322,,5,A,1,079-01-004,4,,559-1,1,0,20100219,20090522,,440677,4475526,T,,,,,"40, 149"
3866,6_289,20190912,6,289,ALMAGRO-Pº EDUARDO DATO,,S,,494,"Almagro, 44",93,323,U,28,079,07901,,00224,Calle,de,Almagro,N,44,,,28010,07,81,4,,,,6,A,1,079-07-135,135,,,2,3,20010709,19861001,,441455,4476184,T,,,,,7
3867,6_3685,20190912,6,3685,AV.MEDITERRANEO-MORATALAZ,,S,,4539,AvMediterráneo(PasoelevadoR.PérezAyala),92,8,U,28,079,07901,0790101,03996,Avda,del,Mediterráneo,N,47,,,28007,03,033,033,T0799734,0790101001,1,3,A,1,079-03-059,59,,559-4,2,3,20010709,19861001,,443367,4473330,T,,,,,"63, 143, 145"
3868,6_5875,20190912,6,5875,CABEZA MESADA-MARTIN MUÑOZ POSADAS,,S,,4027,,,,U,28,079,07901,0790199,45216,Calle,de,Cabeza Mesada,N,21,,,28031,18,002,181,T07914184,0790199999,,3,A,2,079-18-498,498,,559-4,1,1,20081117,20080109,,446818,4469820,P,,,,,N9
3869,6_1975,20190912,6,1975,NARCIS MONTURIOL-SANGENJO,,S,,1374,"Narcís Monturiol, 24 con C/ Sangenjo",,,U,28,079,07901,0790101,11439,Calle,de,Narcís Monturiol,N,6,,,28034,08,042,085,T0791246,0790101070,2,7,A,2,079-08-186,186,,559-1,2,3,20010709,19861001,,440761,4482026,T,,,,,"67, 83"
3870,6_1097,20190912,6,1097,CENTRO DE CARGA AEREA 1,,S,,4375,Centro de Carga Aérea 1,,,U,28,079,07901,0790101,45806,Avda, ,Central,N,1,,,28042,21,015,212,T079917388,,,2,A,1,079-21-585,585,,559-2,2,3,20010709,19861001,,450891,4478756,T,,,,,114
3871,6_5904,20190912,6,5904,THALER-VIA LUSITANA,,S,,4184,,,,U,28,079,07901,0790101,C0343,Calle,del,Thaler,N,16,,,28054,11,191,116,T07914783,0790101814,3,4,A,2,079-11-311,311,,559-3,1,0,20081229,20081210,,437245,4468991,T,,,,,"118, N16"
3872,6_5931,20190912,6,5931,HOSPITAL INFANTA LEONOR-URGENCIAS,,S,,4105,,,,U,28,079,07901,0790101,C0138,Calle,,Provisional Hospital Vallecas Dos,N,5,,,28031,18,027,182,T07912706,0790101777,3,3,A,2,079-18-494,494,,559-4,1,0,20090323,20080623,,447791,4471114,N,,,,,H1
3873,6_5802,20190912,6,5802,HOSPITAL INFANTA LEONOR-ACCESO PRINCIPAL,,S,,4061,,,,U,28,079,07901,0790101,C0138,Calle,,Provisional Hospital Vallecas Dos,N,5,,,28031,18,027,182,T07912706,0790101777,3,3,A,2,079-18-494,494,,559-4,1,0,20080304,20080303,,447682,4471147,T,,,,,H1
3874,6_5800,20190912,6,5800,HOSPITAL INFANTA LEONOR-CONS.EXTERNAS,,S,,4062,,,,U,28,079,07901,0790101,C0138,Calle, ,Provisional Hospital Vallecas Dos,N,6,,,28031,18,027,182,T079917266,,,3,A,1,079-18-494,494,,559-4,1,0,20080304,20080303,,447559,4471158,T,,,,,H1
3875,6_2419,20190912,6,2419,PROFESOR ARANGUREN-FILOSOFIA B,,S,,4289,Profesor Aranguren (Filosofía B),,,U,28,079,07901,0790101,45716,Calle,del,Profesor Aranguren,N,5,,,28040,09,033,093,T0794426,0790101253,5,6,A,2,079-09-215,215,,559-1,2,3,20010709,19861001,,437894,4478069,T,,,,,"F, G"
3876,6_2329,20190912,6,2329,PRINCIPE VIANA-ARENAS Y NAVARRO,,S,,3476,Príncipe de Viana S/N frente al Nº 11,,,U,28,079,07901,0790199,10182,Calle,del,Príncipe de Viana,N,11,,,28048,08,002,081,T0791327,0790199999,5,7,A,2,079-08-141,141,,559-1,2,3,20010709,19861001,,432550,4480397,T,,,,,162
3877,6_2342,20190912,6,2342,PRINCIPE DE VIANA-ARENAS Y NAVARRO,,S,,3477,"Príncipe de Viana, 11",,,U,28,079,07901,0790101,10182,Calle,del,Príncipe de Viana,N,11,,,28023,09,086,095,T0792725,0790101017,5,6,A,2,079-09-201,201,,559-1,2,3,20010709,19861001,,432548,4480383,T,,,,,162
3878,6_897,20190912,6,897,AV.ANDALUCIA-ALCOCER,,S,,1176,Av. de Andalucía S/N con C/ Alcocer,91,38,U,28,079,07901,0790101,00345,Avda,de,Andalucía,N,38,,,28021,17,068,175,T07915982,0790101836,,4,A,2,079-17-479,479,,559-3,2,3,20010709,19861001,,441235,4467091,T,,,,,"59, 79, N13"
3879,6_895,20190912,6,895,VERBENA DE LA PALOMA,,S,,1172,Av  Andalucía con  Verbena de la Paloma,93,172,U,28,079,07901,0790101,00345,Avda,de,Andalucía,N,38,,,28041,17,086,175,T07915663,0790101837,,4,A,2,079-17-467,467,,559-3,2,3,20010709,19861001,,441211,4468214,T,,,,,"22, 59, 79, 85"
3880,6_3537,20190912,6,3537,AV.ANDALUCIA-DULZURA,Con Avda de la Felicidad,S,,4662,Av. de Andalucía S/N,93,172,U,28,079,07901,0790101,00345,Avda,de,Andalucía,N,38,,,28041,17,085,175,T07915751,0790101837,,4,A,2,079-17-468,468,,559-3,2,3,20010709,19861001,,441226,4468008,T,,,,,"22, 59, 79, 85"
3881,6_6136,20190912,6,6136,PZA.DE ALSACIA,,S,,5747,,91,99,U,28,079,07901,0790101,99999,Plaza,de,Alsacia,SN,S/N,,,28032,20,112,204,T0799073,0790101487,4,1,A,1,079-20-571,571,,559-2,2,3,20110324,20110316,,447245,4474523,T,,,,,70
3882,6_5958,20190912,6,5958,PASEO PINTOR ROSALES-BENITO GUTIERREZ,,S,,4232,,,,U,28,079,07901,0790101,04827,Paseo,del,Pintor Rosales,N,54,,,28008,09,010,091,T0796930,,,6,A,1,079-09-226,226,,559-1,1,0,20090617,20090402,,438795,4475922,T,,,,,21
3883,6_679,20190912,6,679,GLORIETA EMILIO CASTELAR,,S,,58,"Pº Castellana, 52 (Gta Emilio Castelar)",,,U,28,079,07901,0790101,99999,Paseo,de la,Castellana,N,52 ,,,28046,04,118,046,T0796831,,,1,A,1,079-04-065,65,,559-1,2,3,20010709,19861001,,441704,4476542,T,,,,,"7, 16, 40, 147"
3884,6_507,20190912,6,507,Pº INFANTA ISABEL-ALFONSO XII,,S,,2045,"Pº Infanta Isabel, 15",90,54,U,28,079,07901,0790101,02869,Paseo,de la,Infanta Isabel,N,13,,,28014,03,001,031,,,1,3,A,1,079-03-054,54,,,2,3,20010709,19861001,,441707,4473372,T,,,,,"10, 14, 26, 32, C1"
3885,6_512,20190912,6,512,BRAVO MURILLO-ISLAS FILIPINAS,,S,,4496,"Bravo Murillo, 55",,,U,28,079,07901,,00886,Calle,de,Bravo Murillo,N,53,,,28003,07,121,076,T0796247,,,6,A,1,079-07-128,128,,559-1,2,3,20010709,19861001,,440386,4477232,T,,,,,"3, 37, 149, N23"
3886,6_517,20190912,6,517,AV.PABLO NERUDA-AV.PALOMERAS,,S,,2584,"Av. de Pablo Neruda, 45",,,U,28,079,07901,,09733,Avda,de,Pablo Neruda,N,45,,,28018,13,115,134,T07913293,,,3,A,1,079-13-365,365,,559-4,2,3,20010709,19861001,,445214,4470906,T,,,,,57
3887,6_524,20190912,6,524,MARTINEZ DE LA RIVA,Frente al nº 60,S,,2094,,,,U,28,079,07901,0790101,03926,Calle,de,Martínez de la Riva,SN,SN,,,28053,13,054,132,T07911784,,3,3,A,2,079-13-351,351,,,2,3,20010709,19861001,,443639,4471603,T,,,,,"111, 310"
3888,6_530,20190912,6,530,Cº POZO TIO RAIMUNDO-CTRA.V.VALLECAS,Frente al nº 37,S,,1804,CºPozo Tío Raimundo con Ctra.Villaverde,,,U,28,079,07901,0790101,11285,Cmno,del,Pozo del Tío Raimundo,SN,SN,,,28031,18,002,181,T07913562,,3,3,A,2,079-18-507,507,,,2,3,20010709,19861001,,445299,4469253,T,,,,,130
3889,6_543,20190912,6,543,TORRELAGUNA-AV.BADAJOZ,,S,,697,Torrelaguna S/N frente al Nº 61,,,U,28,079,07901,0790101,06081,Calle,de,Torrelaguna,N,48,C,,28027,15,144,155,T0795982,,,1,A,1,079-15-405,405,,559-2,2,3,20010709,19861001,,444641,4477394,T,,,,,11
3890,6_550,20190912,6,550,TORRELAGUNA Nº 70,,S,,703,"Torrelaguna, 70",,,U,28,079,07901,,06081,Calle,de,Torrelaguna,N,68,,,28043,15,149,156,,,4,1,A,2,079-15-402,402,,,2,3,20010709,19861001,,444346,4478035,T,,,,,53
3891,6_2473,20190912,6,2473,AV.HISPANIDAD-CENTRO DE CARGA AEREA,Con Avda Central,S,,3537,Av la Hispanidad  (Centro Carga Aerea),,,U,28,079,07901,0790101,10444,Avda,de la,Hispanidad,N,44,,,28042,21,015,212,T0794446,0790101240,,2,A,2,079-21-585,585,,559-2,2,3,20010709,19861001,,450832,4478836,T,,,,,"101, 114"
3892,6_2746,20190912,6,2746,CENTRO DE CARGA AEREA-1,,S,,4376,Av. Central (Centro de Carga Aérea),,,U,28,079,07901,0790101,45806,Avda,,Central,N,1,,,28042,21,015,212,T0794446,0790101240,4,2,A,2,079-21-585,585,,559-2,2,3,20010709,19861001,,450879,4478698,T,,,,,114
3893,6_5668,20190912,6,5668,CAÑADA REAL DE MERINAS-TRESPADERNE,,S,,3902,,,,U,28,079,07901,0790101,45809,Calle,,2 Sur,N,1,,,28042,21,015,212,T0794446,0790101240,4,2,A,2,079-21-585,585,,559-2,1,3,20071114,20070519,,450845,4478478,T,,,,,112
3894,6_2839,20190912,6,2839,VALENCIA DE DON JUAN-A.MARQUERIE,,S,,3229,"Valencia de Don Juán, 23",,,U,28,079,07901,0790101,11022,Calle,de,Valencia de Don Juan,N,13,,,28034,08,144,085,T0791204,,,7,A,1,079-08-185,185,,559-1,2,3,20010709,19861001,,440665,4482266,T,,,,,"124, 133, N23"
3895,6_2287,20190912,6,2287,PATONES-SANGENJO,,S,,1378,"Patones, 3 con C/ Sanjenjo",,,U,28,079,07901,0790101,40690,Calle,de,Patones,N,4,,,28034,08,039,085,T0791286,0790101070,2,7,A,2,079-08-185,185,,559-1,2,3,20010709,19861001,,440507,4481995,T,,,,,83
3896,6_2006,20190912,6,2006,NARCIS MONTURIOL-SANGENJO,,S,,1375,"Narcís Monturiol, 1",,,U,28,079,07901,0790101,11439,Calle,de,Narcís Monturiol,N,3,,,28034,08,043,085,T0791290,0790101070,2,7,A,2,079-08-186,186,,559-1,2,3,20010709,19861001,,440763,4481997,T,,,,,"83, N22"
3897,6_2966,20190912,6,2966,ARZOBISPO MORCILLO-PARQUE NORTE,,S,,3288,Arzobispo Morcillo frente al Nº 22,,,U,28,079,07901,0790101,10351,Calle,del,Arzobispo Morcillo,N,11,,,28029,08,099,085,T0791393,0790101087,2,7,A,2,079-08-196,196,,559-1,2,3,20010709,19861001,,441057,4481602,T,,,,,132
3898,6_2967,20190912,6,2967,ARZOBISPO MORCILLO-JULIO PALACIOS,Frente al nº 8,S,,3290,Arzobispo Morcillo con Julio Palacios,,,U,28,079,07901,0790101,10351,Calle,del,Arzobispo Morcillo,N,8,,,28029,08,099,085,T0791393,0790101087,2,7,A,2,079-08-196,196,,559-1,2,3,20010709,19861001,,441258,4481640,T,,,,,132
3899,6_2009,20190912,6,2009,JULIO PALACIOS Nº 27,,S,,1607,"Julio Palacios, 27",,,U,28,079,07901,0790101,11438,Calle,de,Julio Palacios,N,23,,,28029,08,150,085,T0791365,0790101088,2,7,A,2,079-08-194,194,,559-1,2,3,20010709,19861001,,441292,4481770,T,,,,,"67, N24"
3900,6_1972,20190912,6,1972,JULIO PALACIOS Nº 10,,S,,1606,"Julio Palacios, 10",,,U,28,079,07901,0790101,11438,Calle,de,Julio Palacios,N,10,,,28029,08,103,085,T0791306,0790101088,2,7,A,2,079-08-194,194,,559-1,2,3,20010709,19861001,,441313,4481773,T,,,,,"67, N24"
3901,6_1971,20190912,6,1971,ARZOBISPO MORCILLO-FAC.MEDICINA,Frente al nº 3,S,,1604,Arzobispo Morcillo con Fac. de Medicina,,,U,28,079,07901,0790101,10351,Calle,del,Arzobispo Morcillo,N,3,,,28029,08,103,085,T0791317,0790101089,2,7,A,2,079-08-195,195,,559-1,2,3,20010709,19861001,,441520,4481578,T,,,,,"67, 132"
3902,6_2008,20190912,6,2008,PEDRO RICO-JULIO PALACIOS,,S,,1609,"Pedro Rico, 29 con C/ Julio Palacios",,,U,28,079,07901,0790101,11437,Calle,de,Pedro Rico,N,9,,,28029,08,102,085,T0791301,0790101088,2,7,A,2,079-08-194,194,,559-1,2,3,20010709,19861001,,441271,4482014,T,,,,,67
3903,6_1976,20190912,6,1976,SANGENJO-FERMIN CABALLERO,,S,,1376,"Sangenjo, 34",,,U,28,079,07901,0790101,10599,Calle,de,Sangenjo,N,35,A,,28034,08,146,085,T0791202,,,7,A,1,079-08-186,186,,559-1,2,3,20010709,19861001,,440902,4482210,T,,,,,"67, 83"
3904,6_2005,20190912,6,2005,ALFREDO MARQUERIE-F.CABALLERO,,S,,1638,"Alfredo Marquerie, 9",,,U,28,079,07901,0790101,10814,Calle,de,Alfredo Marquerie,N,9,,,28034,08,146,085,T0791206,0790101070,2,7,A,2,079-08-186,186,,559-1,2,3,20010709,19861001,,441014,4482267,T,,,,,67
3905,6_2868,20190912,6,2868,MORALZARZAL-ALFREDO MARQUERIE,,S,,3567,Moralzarzal con C/ Alfredo Marquerie,,,U,28,079,07901,0790101,10814,Calle,de,Alfredo Marquerie,N,8,,,28034,08,035,085,T0791189,0790101070,2,7,A,2,079-08-185,185,,559-1,2,3,20010709,19861001,,440448,4482282,T,,,,,124
3906,6_2838,20190912,6,2838,MORALZARZAL-ALFREDO MARQUERIE,,S,,3228,Moralzarzal con C/ Alfredo Marqueríe,,,U,28,079,07901,0790101,10814,Calle,de,Alfredo Marquerie,N,41,,,28034,08,035,085,T0791184,,,7,A,1,079-08-185,185,,559-1,2,3,20010709,19861001,,440451,4482273,T,,,,,"124, 133, N23"
3907,6_2986,20190912,6,2986,NURIA-LA MASO,,S,,3572,"Nuria, 67",,,U,28,079,07901,0790101,04376,Calle,de,Nuria,N,69,,,28034,08,137,087,T079906,0790101056,2,7,A,2,079-08-161,161,,559-1,2,3,20010709,19861001,,439995,4483059,T,,,,,"133, N23"
3908,6_2997,20190912,6,2997,MORALZARZAL-LA MASO,,S,,1749,Moralzarzal frente Nº80 con  La Masó,,,U,28,079,07901,0790101,04194,Calle,de,Moralzarzal,N,55,,,28034,08,137,087,T079910,0790101058,2,7,A,2,079-08-161,161,,559-1,2,3,20010709,19861001,,439855,4482954,T,,,,,"133, 134"
3909,6_3483,20190912,6,3483,MORALZARZAL-CERRO DEL CASTAÑAR,,S,,4968,Moralzarzal frente al Nº 92,,,U,28,079,07901,0790101,04194,Calle,de,Moralzarzal,N,90,,,28034,08,137,087,T079910,0790101058,2,7,A,2,079-08-161,161,,559-1,2,3,20010709,19861001,,439692,4483033,T,,,,,"133, 134"
3910,6_2987,20190912,6,2987,NURIA-PEÑA SIRIO,,S,,3295,"Nuria, 47",,,U,28,079,07901,0790101,04376,Calle,de,Nuria,N,47,,,28034,08,134,087,T0791036,0790101056,2,7,A,2,079-08-161,161,,559-1,2,3,20010709,19861001,,440359,4482757,T,,,,,"133, N23"
3911,6_3001,20190912,6,3001,COSTA BRAVA-CABEZUELAS,,S,,1763,"Costa Brava, 15",,,U,28,079,07901,0790101,01550,Calle,de la,Costa Brava,N,15,,,28034,08,132,087,T079802,,,7,A,1,079-08-161,161,,559-1,2,3,20010709,19861001,,440638,4483162,T,,,,,178
3912,6_5379,20190912,6,5379,COSTA BRAVA-CABEZUELAS,Con Calle de Cabezuelas,S,,3621,,,,U,28,079,07901,0790101,01550,Calle,de la,Costa Brava,N,2,,,28034,08,131,087,T079684,,,7,A,1,079-08-160,160,,559-1,2,3,20051118,20051119,,440646,4483206,T,,,,,178
3913,6_5847,20190912,6,5847,"COBOS DE SEGOVIA, 7",,S,,4123,,,,U,28,079,07901,0790101,45264,Calle,de,Cobos de Segovia,N,7,H,,28005,02,009,021,T0799678,,,4,A,1,079-02-026,26,,559-3,1,3,20081017,20080920,,439107,4473179,T,,,,,62
3914,6_5715,20190912,6,5715,SOR ANGELA DE LA CRUZ-ORENSE,,S,,4005,,,,U,28,079,07901,0790101,10368,Calle,de,Sor Ángela de la Cruz,N,11,A,,28020,06,062,063,T0794146,0790101262,1,6,A,1,079-06-113,113,,559-1,1,2,20071219,20071203,,441261,4479151,T,,,,,11
3915,6_5716,20190912,6,5716,SOR ANGELA DE LA CRUZ-ORENSE,,S,,4006,,,,U,28,079,07901,0790101,10368,Calle,de,Sor Ángela de la Cruz,N,20,,,28020,06,066,063,T0793940,0790101125,1,6,A,1,079-06-112,112,,559-1,1,2,20071219,20071203,,441201,4479220,T,,,,,11
3916,6_5717,20190912,6,5717,SOR ANGELA DE LA CRUZ-BRAVO MURILLO,,S,,4004,,93,348,U,28,079,07901,0790101,10368,Calle,de,Sor Ángela de la Cruz,N,36,,,28020,06,058,063,T0793890,0790101125,,6,A,1,079-06-112,112,,559-1,1,3,20071219,20071203,,440975,4479321,T,,,,,11
3917,6_5718,20190912,6,5718,SOR ANGELA DE LA CRUZ-BRAVO MURILLO,,S,,4003,,93,348,U,28,079,07901,0790101,10368,Calle,de,Sor Ángela de la Cruz,N,37,,,28020,06,058,063,T0793959,0790101261,,6,A,1,079-06-112,112,,559-1,1,3,20071219,20071203,,440957,4479283,T,,,,,11
3918,6_706,20190912,6,706,FERNANDO EL CATOLICO-G.EL BUENO,,S,,542,"Fernando el Católico, 52",,,U,28,079,07901,,02192,Calle,de,Fernando el Católico,N,52,,,28015,07,11,1,,,1,6,A,1,079-07-136,136,,,2,3,20010709,19861001,,439636,4476414,T,,,,,"16, 61"
3919,6_701,20190912,6,701,GRAL.MTNEZ.CAMPOS-FDEZ.DE LA HOZ,,S,,528,"Pº General Martínez Campos, 23",,,U,28,079,07901,,02508,Paseo,del,General Martínez Campos,N,23,,,28010,07,,,,,1,6,A,1,079-07-134,134,,,2,3,20010709,19861001,,441146,4476494,T,,,,,"5, 16, 61"
3920,6_987,20190912,6,987,VIRGEN DEL PUERTO-CAMPO DEL MORO,,S,,606,Virgen del Puerto frente Campo del Moro,,,U,28,079,07901,0790101,06444,Paseo,de la,Virgen del Puerto,SN,SN,,,28005,01,001,011,,,1,5,A,1,079-01-011,11,,solape,2,3,20010709,19861001,,438967,4474473,T,,,,,"3, 33, 41, 62, 148, C2"
3921,6_1323,20190912,6,1323,GRAL.ALVAREZ CASTRO-ELOY GONZALO,,S,,1387,"General Alvarez de Castro, 8",,,U,28,079,07901,,02488,Calle,del,General Álvarez de Castro,N,4,,,28010,07,,,,,1,6,A,1,079-07-133,133,,,2,3,20010709,19861001,,440593,4476437,T,,,,,149
3922,6_1334,20190912,6,1334,POBLADURA VALLE-SAN ROMAN VALLE,,S,,2340,"Pobladura del Valle, 24",,,U,28,079,07901,,07062,Calle,de,Pobladura del Valle,N,24,,,28037,20,046,204,T0798575,,,2,A,1,079-20-567,567,,559-2,2,3,20010709,19861001,,447236,4475151,T,,,,,"38, 48, N6"
3923,6_1340,20190912,6,1340,AV.HELLIN-ALCONERA,,S,,2348,"Av. de Hellín, 4",,,U,28,079,07901,0790101,02711,Avda,de,Hellín,N,4,,,28037,20,025,202,T0797242,,,2,A,1,079-20-562,562,,559-2,2,3,20010709,19861001,,447834,4476186,T,,,,,"38, 153, 165"
3924,6_847,20190912,6,847,BRESCIA,,S,,2476,"Brescia, 3",,,U,28,079,07901,,08691,Calle,de,Brescia,N,7,A,,28028,04,75,4,,,1,1,A,1,079-04-069,69,,,2,3,20010709,19861001,,443880,4476624,T,,,,,48
3925,6_3556,20190912,6,3556,SANTIAGO COMPOSTELA-PINTOR F.LLORENS,,S,,3421,"Santiago de Compostela, 58",,,U,28,079,07901,,10650,Calle,de,Santiago de Compostela,N,60,,,28034,08,,,,,2,7,A,2,079-08-181,181,,,2,3,20010709,19861001,,440078,4481671,T,,,,,127
3926,6_3562,20190912,6,3562,INDALECIO PRIETO-PZA.DAVILAS,,S,,3556,Indalecio Prieto con  de los Juglares,,,U,28,079,07901,0790101,45424,Bulev,de,Indalecio Prieto,N,9,,,28032,19,033,191,T07910812,,,3,A,1,079-19-522,522,,559-4,2,3,20010709,19861001,,447499,4472888,T,,,,,"71, 130"
3927,6_3574,20190912,6,3574,AV.DOCTOR ARCE-VELAZQUEZ,,S,,536,"Doctor Arce, 13",,,U,28,079,07901,,01722,Avda,del,Doctor Arce,N,11,,,28002,05,,,,,1,1,A,1,079-05-096,96,,,2,3,20010709,19861001,,442120,4477667,T,,,,,"16, 19"
3928,6_2856,20190912,6,2856,PEDRO RICO-HOSPITAL LA PAZ,,S,,3221,Pedro Rico - Escuela de Medicina,,,U,28,079,07901,0790101,11437,Calle,de,Pedro Rico,N,4,,,28029,08,103,085,T0791318,0790101089,2,7,A,2,079-08-195,195,,559-1,2,3,20010709,19861001,,441687,4481616,T,,,,,"124, 135, 137"
3929,6_5199,20190912,6,5199,CTRA.COLMENAR-HOSPITAL RAMON Y CAJAL,,S,,3670,,92,311,U,28,079,07901,0790101,08431,Calle,de,San Modesto,N,50,,,28034,08,111,086,T0791153,,,7,A,2,079-08-187,187,,559-1,2,3,20040722,20040930,,441043,4482334,T,,,,,"175, 178"
3930,6_2364,20190912,6,2364,HOSPITAL RAMON Y CAJAL-SAN MODESTO,,S,,4932,Hosp Ramón y Cajal (Consultas Externas),92,311,U,28,079,07901,0790101,08431,Calle,de,San Modesto,N,50,,,28034,08,111,086,T0791154,0790101069,,7,A,2,079-08-187,187,,559-1,2,3,20010709,19861001,,441137,4482397,T,,,,,"125, 165, 166"
3931,6_5209,20190912,6,5209,HOSPITAL RAMON Y CAJAL,,S,,955,,,,U,28,079,07901,0790101,10814,Calle,de,Alfredo Marquerie,N,9,,,28034,08,146,085,T0791199,0790101001,2,7,A,2,079-08-186,186,,559-1,2,3,20040722,20040930,,441040,4482263,T,,,,,"125, 175, 178"
3932,6_3557,20190912,6,3557,AVDA.REINA VICTORIA-CUATRO CAMINOS,,S,,4284,"Av. de Reina Victoria, 7",91,40,U,28,079,07901,0790101,05140,Avda,de la,Reina Victoria,N,5,,,28003,07,118,076,T0795685,0790101283,1,6,A,1,079-07-122,122,,559-1,2,3,20010709,19861001,,440354,4477789,T,,,,,"45, 127, F"
3933,6_1431,20190912,6,1431,GTA.CUATRO CAMINOS,,S,,4494,"Raimundo Fernandez Villaverde, 3",91,40,U,28,079,07901,0790101,05080,Calle,de,Raimundo Fernández Villaverde,N,1,,,28020,06,024,062,T0795611,0790101269,1,6,A,1,079-06-118,118,,559-1,2,3,20010709,19861001,,440485,4477812,T,,,,,149
3934,6_1466,20190912,6,1466,GTA.CUATRO CAMINOS,,S,,1890,"Raimundo Fernández Villaverde, 2",91,40,U,28,079,07901,0790101,05080,Calle,de,Raimundo Fernández Villaverde,N,4,,,28003,07,117,075,T0795699,0790101283,1,6,A,1,079-07-123,123,,559-1,2,3,20010709,19861001,,440483,4477788,T,,,,,C1
3935,6_5251,20190912,6,5251,AV.REINA VICTORIA-CUATRO CAMINOS,,S,,2481,,91,40,U,28,079,07901,0790101,05140,Avda,de la,Reina Victoria,N,6,,,28003,06,023,061,T0795631,0790101270,1,6,A,1,079-06-117,117,,559-1,2,3,20050120,20050129,,440322,4477816,T,,,,,127
3936,6_5252,20190912,6,5252,GTA.CUATRO CAMINOS,,S,,1940,,91,40,U,28,079,07901,0790101,05080,Calle,de,Raimundo Fernández Villaverde,N,3,,,28020,06,024,062,T0795611,0790101269,1,6,A,1,079-06-118,118,,559-1,2,3,20050120,20051230,,440493,4477801,T,,,,,C2
3937,6_407,20190912,6,407,VELAZQUEZ-MARIA DE MOLINA,,S,,5377,"Velázquez, 130",,,U,28,079,07901,0790101,06266,Calle,de,Velázquez,N,130,,,28006,05,001,051,T0796548,0790101374,1,1,A,1,079-05-101,101,,559-2,2,3,20010709,19861001,,442189,4476802,T,,,,,"9, 19, 51"
3938,6_680,20190912,6,680,LOPEZ DE HOYOS-VELAZQUEZ,,S,,534,"López de Hoyos, 26",,,U,28,079,07901,0790101,03477,Calle,de,López de Hoyos,N,30,,,28006,05,001,051,T0796562,0790101375,1,1,A,1,079-05-101,101,,559-2,2,3,20010709,19861001,,442121,4476866,T,,,,,16
3939,6_580,20190912,6,580,MARIA DE MOLINA-VELAZQUEZ,,S,,792,,,,U,28,079,07901,0790101,03799,Calle,de,María de Molina,N,31,,,28006,05,001,051,T0796548,0790101374,1,1,A,1,079-05-101,101,,559-2,2,3,20010709,19861001,,442221,4476773,T,,,,,"12, N4"
3940,6_600,20190912,6,600,MARIA DE MOLINA-VELAZQUEZ,,S,,793,,,,U,28,079,07901,0790101,03799,Calle,de,María de Molina,N,42,,,28006,04,126,046,T0796709,0790101383,1,1,A,1,079-04-066,66,,559-2,2,3,20010709,19861001,,442221,4476753,T,,,,,"12, N4"
